source	target	pvalue	threshold
BAXTER, NOAH	TRAPSTER/PETER PETRUSKI	1.730550603647297e-13	3.9228493293759425e-06
HUDSON, HEATHER	ÁGAMORA	1.738940193190975e-13	3.923325114619044e-06
DUGAN, TIMOTHY ALOYISIOUS DUM DUM	GAFF/SIDNEY E. LEVINE	1.7470336937127154e-13	3.923800899862146e-06
ANACONDA/BLANCHE SITZNSKI	ROSENTHAL, BERNIE	1.7605857174514523e-13	3.924276685105248e-06
JUGGERNAUT/CAIN MARKO	SIRYN/THERESA ROURKE CASSIDY	1.7765135016626936e-13	3.92475247034835e-06
PERSUASION/KARA KILLGRAVE	SILVER	1.7906912132352707e-13	3.925228255591452e-06
KALIKYA [INHUMAN]	WOZ/DEWOZ	1.8001042685317417e-13	3.925704040834554e-06
EL CONQUISTADOR	MCCOY, EDNA ANDREWS	1.8001042685317417e-13	3.926179826077656e-06
REAPER II	THUMBELLINA	1.8001042685317417e-13	3.926655611320758e-06
BIOHAZARD	COLLINS, NICK	1.8001042685317417e-13	3.9271313965638605e-06
BERGIER, REBECCA	PARK, ARCHIE	1.8001042685317417e-13	3.9276071818069615e-06
LUPO	WORM	1.8001042685317417e-13	3.928082967050064e-06
ARCHAEOPTERYX/TONAJA [INHUMAN]	KALIKYA [INHUMAN]	1.8001042685317417e-13	3.928558752293166e-06
LOKI [ASGARDIAN]	QUEEN KNORDA/NORA QUEEN	1.8081538204501984e-13	3.929034537536268e-06
KRONOS	LORD CHAOS	1.8187389709309746e-13	3.9295103227793705e-06
DOVER, DONNA-LEE	RIDER, GLORIA	1.8187389709309746e-13	3.929986108022472e-06
MATHEMANIC/THOMAS SORENSON	ROSEN, WALTER	1.8187389709309746e-13	3.930461893265574e-06
POISON/CECILIA CARDINALE	SLUG/ULYSSES X. LUGMAN	1.8187389709309746e-13	3.930937678508676e-06
IRON CROSS/HELMUT GRULER	STERMAN, ANDREA ANDIE	1.8187389709309746e-13	3.931413463751778e-06
SMYTHE, ALISTAIR ALPHONSO	WADE, AGENT JOE	1.8187389709309746e-13	3.9318892489948795e-06
ATALANTA	SHORR, JACQUELINE	1.8286608414667517e-13	3.932365034237982e-06
HECTOR II	SHORR, JACQUELINE	1.8286608414667517e-13	3.932840819481084e-06
CHAKA KHAN	IRON FIST/DANIEL RAND	1.8344431381156283e-13	3.933316604724186e-06
GAMBIT/REMY LEBEAU 	TANTE MATTIE	1.8344431381156283e-13	3.9337923899672885e-06
CANDRA	GAMBIT/REMY LEBEAU 	1.8344431381156283e-13	3.9342681752103895e-06
DEVIL-SLAYER/ERIC SIMON PAYNE	DR. STRANGE/STEPHEN STRANGE	1.8437259515134466e-13	3.934743960453492e-06
KINCAID, DR. JANE FOSTER	O'NEILL, DET. BRADY	1.8628727495335674e-13	3.935219745696594e-06
CAPTAIN AMERICA	INVISIBLE WOMAN/SUE STORM RICHARDS 	1.8651711582760616e-13	3.935695530939696e-06
RICTOR/JULIO ESTEBAN RICHTER	STRYFE	1.8890692235138332e-13	3.936171316182798e-06
ASP II/CLEO	CARTER, PEGGY	1.8932919069601056e-13	3.936647101425899e-06
CORTEZ, FABIAN	PIPELINE/CORMICK GRIMSHAW	1.8972338308591475e-13	3.937122886669002e-06
KILLMONGER, ERIC/N'JADAKA	OKOYE	1.8972338308591475e-13	3.937598671912104e-06
BRIDGE, GEORGE WASHINGTON G.W.	SCREAMING MIMI/MELISSA GOLD	1.9019513901549642e-13	3.938074457155206e-06
AHQLAU	KRO [DEVIANT]	1.9080437149282747e-13	3.9385502423983075e-06
BATROC/GEORGES BATROC	RAPIDO	1.9080437149282747e-13	3.93902602764141e-06
CALEDONIA/ALISANDE STEWART	HUMAN TORCH/JOHNNY STORM 	1.9240371225787354e-13	3.939501812884512e-06
KARMA/XI'AN COY MANH	MANH, COY NGA	1.926205733425212e-13	3.939977598127614e-06
KARMA/XI'AN COY MANH	MANH, COY LEONG XUI	1.926205733425212e-13	3.9404533833707165e-06
DAREDEVIL/MATT MURDOCK	ELEKTRA/ELEKTRA NATCHIOS	1.9276400733478148e-13	3.9409291686138174e-06
FERGUSON, ISABEL	HAMMER IV/	1.9282059479784777e-13	3.94140495385692e-06
CUT	GENERAL OBSIDIAN	1.9282059479784777e-13	3.941880739100022e-06
GAZELLE	VAKUME	1.9282059479784777e-13	3.942356524343124e-06
BRUTACUS	GAZELLE	1.9282059479784777e-13	3.942832309586226e-06
GAZELLE	THORNN	1.9282059479784777e-13	3.943308094829327e-06
CONQUEST/BRIDGET MALONE	INFERNO III/SAMANTHA MCGEE	1.9282059479784777e-13	3.94378388007243e-06
GAZELLE	REPTILLA	1.9282059479784777e-13	3.944259665315532e-06
ONEG	TEFRAL	1.9282059479784777e-13	3.944735450558634e-06
GAZELLE	HYDRON	1.9282059479784777e-13	3.9452112358017355e-06
GAZELLE	VERTIGO	1.9282059479784777e-13	3.945687021044838e-06
HOBGOBLIN	QUASAR II	1.9282059479784777e-13	3.94616280628794e-06
CARPENTER, LARRY	SPIDER-WOMAN II/JULIA CARPENTER	1.948622725596503e-13	3.946638591531042e-06
CLEMSON, MIKE	SPIDER-WOMAN II/JULIA CARPENTER	1.948622725596503e-13	3.947114376774144e-06
JOYBOY	WIDGET	1.9492401196884277e-13	3.947590162017245e-06
OGRESS/	ROCK/SAMUEL JOHN ROCK LAROQUETTE	1.9512878556550483e-13	3.948065947260348e-06
GAMBIT/REMY LEBEAU 	HAVOK/ALEX SUMMERS 	1.9524117687263917e-13	3.948541732503449e-06
ARAKI [SHI'AR]	PROFESSOR X/CHARLES FRANCIS XAVIER 	1.964238430578914e-13	3.949017517746552e-06
MARTIN, ASHLEY	PROFESSOR X/CHARLES FRANCIS XAVIER 	1.964238430578914e-13	3.9494933029896535e-06
GAMBIT | MUTANT X-VERSE	MAGNETO | MUTANT X-VERSE	1.9643812464718596e-13	3.949969088232755e-06
DR. SPECTRUM II/DR. KINJI OBATU	IRON MAN III/EDDIE MARCH	1.9643812464718596e-13	3.950444873475858e-06
OSBORN, NORMIE	THOMPSON, EUGENE FLASH	1.9729140752296663e-13	3.95092065871896e-06
PILEDRIVER II/BRIAN PHILIP CALUSKY	WASP/JANET VAN DYNE PYM	1.974228281476763e-13	3.951396443962062e-06
SPEEDBALL/ROBBIE BALDWIN	SPHINX II	1.9759954819515186e-13	3.951872229205163e-06
GEATAR	NOVA II/FRANKIE RAYE	1.9848640502234241e-13	3.952348014448266e-06
FOXBAT	SUMMERS, NATHAN CHRISTOPHER CHARLES	1.987677854537683e-13	3.952823799691368e-06
SUMMERS, NATHAN CHRISTOPHER CHARLES	TUSK	1.987677854537683e-13	3.95329958493447e-06
THANOS DOPPELGANGER	THUNDERSTRIKE/ERIC KEVIN MASTERSON	2.0037512001812004e-13	3.953775370177572e-06
DARK BEAST/HENRY MCCOY | AOAVERSE	HAVOK/ALEX SUMMERS 	2.020047491770179e-13	3.954251155420673e-06
BISHOP /	DARK BEAST/HENRY MCCOY | AOAVERSE	2.0253800012681942e-13	3.954726940663776e-06
BISHOP /	STRYFE	2.0253800012681942e-13	3.955202725906877e-06
HAVOK/ALEX SUMMERS 	WIPEOUT	2.050886659160315e-13	3.95567851114998e-06
COUNT NEFARIA, LUCHINO	MADAME MASQUE/GIULIETTA KRISTINA NEFARIA/WHITNEY FROST/BIG M/KRISSY	2.052649381949654e-13	3.9561542963930815e-06
SHARD	WILD CHILD/KYLE GIBNEY	2.052649381949654e-13	3.956630081636183e-06
GAZA	ZALADANE	2.0721807015183834e-13	3.957105866879286e-06
SAGITTARIUS/HARLAN VARGAS	SCORPIO/JAKE FURY	2.0721807015183834e-13	3.957581652122388e-06
BLACK TARANTULA II/CARLOS LAMUERTO	FORTUNATO	2.0721807015183834e-13	3.9580574373654896e-06
DIAMOND, BOB	WHITE TIGER/HECTOR AYALA	2.1122594016881727e-13	3.958533222608591e-06
DIAMOND, BOB	SCARFE, RAFAEL	2.1122594016881727e-13	3.959009007851694e-06
NOVA/RICHARD RIDER	ÁGAMORA	2.1380450231107837e-13	3.959484793094796e-06
CYCLOPS/SCOTT SUMMERS 	MAGUS	2.1387617825574024e-13	3.959960578337898e-06
CYCLOPS/SCOTT SUMMERS 	SENTINELS	2.1387617825574024e-13	3.9604363635809995e-06
CLARK, SARAH	LANE, SILAS	2.1521184123666412e-13	3.960912148824101e-06
POWELL, JASON	RUBINO, STEVE HEADSET	2.1521184123666412e-13	3.961387934067204e-06
STRONG GUY/GUIDO CAROSELLA	WARLOCK II/ADAM WARLOCK	2.1586735959974817e-13	3.961863719310305e-06
BALDWIN, MADELYNE MADDIE NAYLOR	NOVA/RICHARD RIDER	2.1734843909977824e-13	3.962339504553408e-06
MARRS, DESMOND	SUPER SKRULL/KL'RT	2.174739466116022e-13	3.962815289796509e-06
GAMBIT/REMY LEBEAU 	MAGNETO/MAGNUS/ERIC LENSHERR	2.1775100335433308e-13	3.963291075039611e-06
CRITIC	MASON, LOUISE	2.1806213884894564e-13	3.963766860282714e-06
MAD DOG/COLONEL BUZZ BAXTER	MOONDRAGON/HEATHER DOUGLAS	2.206572352676814e-13	3.964242645525816e-06
ALVAREZ, FELIX	LACOSTE, RAE	2.2346540804124266e-13	3.9647184307689175e-06
GEMINI/JOSHUA LINK	LIBRA/GUSTAV BRANDT	2.2495705904066275e-13	3.965194216012019e-06
GOSAMYR	S'YM	2.2795742559613075e-13	3.965670001255122e-06
HITLER, ADOLF	SPITFIRE/LADY JACQUELINE FALSWORTH CRICHTON	2.292388135581404e-13	3.966145786498224e-06
QUAGMIRE	WHIZZER II/STANLEY STEWART	2.292388135581404e-13	3.966621571741326e-06
SPIDER-MAN/PETER PARKER	TRAVELLER, DR. JUDAS	2.317100273068225e-13	3.9670973569844274e-06
IRON MAN/TONY STARK 	LACOSTE, RAE	2.3296279295283073e-13	3.967573142227529e-06
BLACK CAT/FELICIA HARDY	PROUST, PAUL	2.333079060738124e-13	3.968048927470632e-06
ANSWER	BLACK CAT/FELICIA HARDY	2.333079060738124e-13	3.968524712713733e-06
BEAUTY	TANAKA, KENJIRO	2.336320723372404e-13	3.9690004979568356e-06
TANAKA, KENJIRO	TRUTH	2.336320723372404e-13	3.969476283199937e-06
CHARM	TANAKA, KENJIRO	2.336320723372404e-13	3.969952068443039e-06
CHENEY, LILA	GAMBIT/REMY LEBEAU 	2.3496431154563906e-13	3.970427853686142e-06
FORGE	WIPEOUT	2.351360271561545e-13	3.970903638929244e-06
HUMAN TORCH/JOHNNY STORM 	NOVA II/FRANKIE RAYE	2.356564818211222e-13	3.9713794241723455e-06
CYBELE [ETERNAL]	REJECT/RAN-SAK [DEVIANT]	2.3576539972324743e-13	3.971855209415447e-06
DEATH'S HEAD	NETWORK NINA	2.3576539972324743e-13	3.972330994658549e-06
BRUTE | MUTANT X-VERSE/HENRY MCCOY 	WOLVERINE | MUTANT X-VERSE	2.3576539972324743e-13	3.972806779901652e-06
ICE-MAN | MUTANT X-VERSE/ROBERT BOB DRAKE 	WOLVERINE | MUTANT X-VERSE	2.3576539972324743e-13	3.973282565144754e-06
CAPTAIN AMERICA	IRON MAN V/TEEN TONY STARK	2.3602428951034847e-13	3.973758350387855e-06
O'BRIEN, MICHAEL	STAPLES, EDNA M. GRANNY	2.373076551259022e-13	3.974234135630957e-06
HINDSIGHT LAD/CARLTON LAFROYGE	NAMORITA/NITA PRENTISS [ATLANTEAN]	2.400073309952982e-13	3.97470992087406e-06
GAIA	MADDICKS, ARTHUR ARTIE	2.4144741094220996e-13	3.975185706117161e-06
CORONER	MASTERS, ALICIA REISS	2.4273650758254196e-13	3.9756614913602635e-06
CARTER, SHARON	DE LA FONTAINE, CONTESSA VALENTINA ALLEGRO	2.432534610880995e-13	3.976137276603365e-06
ANNIHILUS	RICHARDS, FRANKLIN BENJAMIN	2.435647802062178e-13	3.976613061846467e-06
FIREFIST/RUSTY COLLINS	WAR/ABRAHAM LINCOLN KIEROS	2.441834658939281e-13	3.97708884708957e-06
LOCUS	SIRYN/THERESA ROURKE CASSIDY	2.47447779169195e-13	3.977564632332672e-06
EXECUTIONER II/SKURGE [ASGARDIAN]	SIF	2.477137294756172e-13	3.9780404175757734e-06
FANDRAL [ASGARDIAN]	MALEKITH/MALCOLM KEITH [ELF]	2.4784724005333663e-13	3.978516202818875e-06
MOLE MAN/HARVEY RUPERT ELDER	THING/BENJAMIN J. GRIMM 	2.481791464175528e-13	3.978991988061977e-06
DEATHLOK III/MICHAEL COLLINS	JACOBS, BEN	2.483485470224104e-13	3.97946777330508e-06
DEATHLOK III/MICHAEL COLLINS	DWORMAN, JIM	2.483485470224104e-13	3.9799435585481815e-06
BULLSEYE II/BENJAMIN POINDEXTER	SKIN, NYLA	2.483485470224104e-13	3.980419343791283e-06
DEATHLOK III/MICHAEL COLLINS	HANSEN, BILLY	2.483485470224104e-13	3.980895129034385e-06
PHASTOS [ETERNAL]	SPRITE	2.4997990163987123e-13	3.981370914277488e-06
BOOMER/TABITHA SMITH	WAR/ABRAHAM LINCOLN KIEROS	2.5003082050414566e-13	3.981846699520589e-06
NOVA II/FRANKIE RAYE	THANOS DOPPELGANGER	2.501194198359643e-13	3.9823224847636915e-06
JACK OF HEARTS/JACK HART	VANGUARD/NICOLAI KRYLENKO	2.5143894035294465e-13	3.982798270006793e-06
BLACK MAMBA/TANYA SEALY	CAPTAIN AMERICA	2.526601771132762e-13	3.983274055249895e-06
PIPELINE/CORMICK GRIMSHAW	VOGHT, AMELIA	2.5277989847804346e-13	3.983749840492998e-06
BEAST/HENRY &HANK& P. MCCOY 	MULTIPLE MAN/JAMES ARTHUR JAMIE MADROX	2.529915435584894e-13	3.984225625736099e-06
ICEMAN/ROBERT BOBBY DRAKE	QUICKSILVER/PIETRO MAXIMOFF	2.5433598600820083e-13	3.984701410979201e-06
SPHINX II	TAI II	2.575882317920535e-13	3.985177196222303e-06
COMET/HARRIS MOORE	DR. SUN	2.575882317920535e-13	3.985652981465405e-06
MEDUSA/MEDUSALITH AMAQUELIN [INHUMAN]	TRAPSTER/PETER PETRUSKI	2.603545262029154e-13	3.986128766708508e-06
SHE-HULK/JENNIFER WALTERS	TITANIA II/MARY SKEETER MACPHERRAN	2.604099012274732e-13	3.9866045519516095e-06
BALDER [ASGARDIAN]	HOBBS, HARRIS	2.605350589621909e-13	3.987080337194711e-06
MAGUS	VISION 	2.6263238772299513e-13	3.987556122437813e-06
SHANG-CHI	ZARAN/MAXIMILLIAN ZARAN	2.638674780456779e-13	3.988031907680916e-06
HIGH EVOLUTIONARY/HERBERT EDGAR WYNDHAM	KINCAID, DR. JANE FOSTER	2.6512674868840623e-13	3.988507692924017e-06
MEDUSA/MEDUSALITH AMAQUELIN [INHUMAN]	STALYENKO, COL. YURI	2.664357411258127e-13	3.9889834781671194e-06
DRAGON MAN	HUMAN TORCH/JOHNNY STORM 	2.6756816699500713e-13	3.989459263410221e-06
MACTAGGERT, MOIRA KINROSS	MYSTIQUE/RAVEN DARKHOLME/MALLORY BRICKMAN/B. BYRON BIGGS/RONNIE	2.690580015068059e-13	3.989935048653323e-06
JETSTREAM/HAROUD IBN-SALLAH AL-RASHYD	WOLFSBANE/RAHNE SINCLAIR	2.7042517886700164e-13	3.990410833896426e-06
MASTER/ESHU	NORTHSTAR/JEAN-PAUL BAUBIER	2.721539132170605e-13	3.990886619139527e-06
HUMAN TORCH ANDROID/JIM HAMMOND	MASTER/ESHU	2.721539132170605e-13	3.991362404382629e-06
ARAKI [SHI'AR]	STORM/ORORO MUNROE Subscribe!	2.745923841326175e-13	3.991838189625731e-06
METEORITE III/VALERIE BARNHARDT	SCREAMING MIMI/MELISSA GOLD	2.751295807247793e-13	3.992313974868833e-06
SCREAMING MIMI/MELISSA GOLD	SMUGGLER II/CONRAD JOSTEN	2.751295807247793e-13	3.992789760111935e-06
BLACK KNIGHT V/DANE WHITMAN	IRON MAN DOPPELGANGER	2.780819742439624e-13	3.9932655453550375e-06
FIRESTAR/ANGELICA JONES 	PRETTY PERSUASIONS/HEIDI P. FRANKLIN	2.809106092465657e-13	3.993741330598139e-06
BLACK FOX/ROBERT W. PAINE	OMEGA-20/EUGENE	2.8287352791213085e-13	3.994217115841241e-06
BRANDT, ELLEN	BURKE, JOB	2.8287352791213085e-13	3.994692901084344e-06
BLACK FOX/ROBERT W. PAINE	YANKEE CLIPPER/PAT CARNEY	2.8287352791213085e-13	3.995168686327445e-06
BRANDT, ELLEN	FILLMORE, SHERIFF DONALD ROBERT	2.8287352791213085e-13	3.995644471570547e-06
BLACK FOX/ROBERT W. PAINE	NOCTURNE/	2.8287352791213085e-13	3.996120256813649e-06
BRANDT, ELLEN	BURKE, GWYNETH	2.8287352791213085e-13	3.996596042056751e-06
EFFIGY/LT. VELMAX/JACOB SCOTT [SKRULL]	OMEGA-20/EUGENE	2.8287352791213085e-13	3.997071827299854e-06
BRANDT, ELLEN	BURKE, JACK	2.8287352791213085e-13	3.997547612542955e-06
SALTZ/	STRANG, COL./LT. GAROTTE	2.8287352791213085e-13	3.998023397786057e-06
EFFIGY/LT. VELMAX/JACOB SCOTT [SKRULL]	YANKEE CLIPPER/PAT CARNEY	2.8287352791213085e-13	3.998499183029159e-06
FONTANELLE/GLORIA DAYNE	MARCEAUX, THEOREN	2.8287352791213085e-13	3.998974968272261e-06
GHOST GIRL II/LILLI	WEAPON X III	2.8287352791213085e-13	3.999450753515363e-06
CARNIVORE/COUNT ANDREAS ZORBA	MANN, DR. J. VERNON JAVA	2.8287352791213085e-13	3.9999265387584654e-06
MAGNETO | MUTANT X-VERSE	QUICKSILVER | MUTANT X-VERSE/PIETRO	2.8287352791213085e-13	4.000402324001567e-06
GERHARDT, JOSEPH HEINRICH	ROSETTI, GABRIEL	2.8287352791213085e-13	4.000878109244669e-06
LIZARD/DR. CURTIS CONNORS	VOLCANA/MARSHA ROSENBERG	2.8287503096873134e-13	4.001353894487772e-06
STRYFE	SUMO	2.829002202658117e-13	4.001829679730873e-06
JONES, GABE	PIERCE, ALEXANDER GOODWIN	2.8414682770254425e-13	4.002305464973975e-06
CORTEZ, FABIAN	MOREAU, PHILLIP	2.842642313568842e-13	4.002781250217077e-06
ATHENA [GREEK GOD]	HERCULES [GREEK GOD]	2.8429831740161316e-13	4.003257035460179e-06
DIONYSUS [GREEK GOD]	HERCULES [GREEK GOD]	2.8429831740161316e-13	4.003732820703282e-06
GOBLYN	WILD CHILD/KYLE GIBNEY	2.863825619312565e-13	4.004208605946383e-06
FOXFIRE/OLIVIA UNDERWOOD	GOLDEN ARCHER II/WYATT MCDONALD	2.8689360173973775e-13	4.004684391189485e-06
HAWKSHAW	RANSOME, JENNIFER AMELIA	2.8689360173973775e-13	4.005160176432587e-06
KETCH, DORIS AUDRA	WEI, LINDA	2.8689360173973775e-13	4.005635961675689e-06
ARIEL II	DEVIL DINOSAUR	2.8689360173973775e-13	4.006111746918791e-06
ARIEL II	MOONBOY	2.8689360173973775e-13	4.006587532161893e-06
CHANCE	MOONBOY	2.8689360173973775e-13	4.007063317404995e-06
CHANCE	DEVIL DINOSAUR	2.8689360173973775e-13	4.007539102648097e-06
JENNINGS, JOSEPH	RAHN, TAMARA	2.8689360173973775e-13	4.008014887891199e-06
POWELL, JONATHAN	RUBINO, STEVE HEADSET	2.8689360173973775e-13	4.008490673134301e-06
GOLDEN ARCHER II/WYATT MCDONALD	MASTER MENACE/DR. EMIL BURBANK	2.8689360173973775e-13	4.008966458377403e-06
CHENEY, LILA	DAZZLER II/ALLISON BLAIRE	2.8764403386288254e-13	4.009442243620505e-06
HOGAN, HAROLD J. HAPPY	MANDARIN	2.889125021156157e-13	4.009918028863607e-06
DR. DOOM/VICTOR VON DOOM	VOLCANA/MARSHA ROSENBERG	2.893770388964082e-13	4.01039381410671e-06
BLOB/FRED J. DUKES	FIREFIST/RUSTY COLLINS	2.9066916922544623e-13	4.0108695993498106e-06
MIRAGE II/DANIELLE MOONSTAR 	NIGHTCRAWLER/KURT WAGNER 	2.9445123324440675e-13	4.011345384592913e-06
EXPEDITER/JOHN WRAITH	MAVERICK/CHRISTOPHER NORD/DAVID NORTH	2.9507611963344815e-13	4.011821169836015e-06
SENTINELS	TRASK, LAWRENCE LARRY	2.9507611963344815e-13	4.012296955079117e-06
HORUS [EGYPTIAN GOD]	SETH II	2.9507611963344815e-13	4.012772740322219e-06
HUMAN TORCH/JOHNNY STORM 	MOLE MAN/HARVEY RUPERT ELDER	2.975546351953668e-13	4.013248525565321e-06
CHAMBER/JONOTHON STARSMORE	CHIMERA II	2.9772314011903256e-13	4.013724310808423e-06
AUTHIER, POLICE CHIEF	HUSK/PAIGE GUTHRIE	2.9772314011903256e-13	4.014200096051525e-06
CHIMERA II	HUSK/PAIGE GUTHRIE	2.9772314011903256e-13	4.014675881294627e-06
IRON MAN/TONY STARK 	LIBRA/GUSTAV BRANDT	2.990369237799093e-13	4.015151666537729e-06
BARON BLOOD II/VICTOR STRANGE	MORBIUS/DR. MICHAEL MORBIUS	2.9925812485612056e-13	4.015627451780831e-06
MORBIUS/DR. MICHAEL MORBIUS	STROUD, SIMON	2.9925812485612056e-13	4.016103237023933e-06
CHANDRA, DR.	JOSHUA, DR. SEGISMUND A.	2.999431450715445e-13	4.016579022267035e-06
JACOBS, BEN	RYKER, HARLAN	2.999431450715445e-13	4.0170548075101376e-06
GRIS-GRIS	LEBEAU, MERCY	2.999431450715445e-13	4.0175305927532385e-06
GRIS-GRIS	LAPIN, EMIL	2.999431450715445e-13	4.018006377996341e-06
DWORMAN, JIM	RYKER, HARLAN	2.999431450715445e-13	4.018482163239443e-06
GUILOTINE	ROMMEL, EDWIN ROMULUS, CASSANDRA	2.999431450715445e-13	4.018957948482545e-06
RICHARDS, REED | MUTANT X-VERSE	ROGUE | MUTANT X-VERSE	2.999431450715445e-13	4.019433733725647e-06
ANNALEE	ERG	2.999431450715445e-13	4.0199095189687485e-06
HELLER, ERIC	WILSON, DUBOSE	2.999431450715445e-13	4.020385304211851e-06
FERON	NECROM	2.999431450715445e-13	4.020861089454953e-06
GRIMM, BEN | MUTANT X-VERSE	RICHARDS, REED | MUTANT X-VERSE	2.999431450715445e-13	4.021336874698055e-06
EDWARDS, MARTIN/DR. EDWIN MARTYNEC	REIGNFIRE/	2.999431450715445e-13	4.0218126599411566e-06
SHATTERAX	SUPREMOR	2.999431450715445e-13	4.022288445184259e-06
IMPALA/	MYSTERIA/	2.999431450715445e-13	4.022764230427361e-06
KLEIN, CAMERON	MADDEN, CHET	2.999431450715445e-13	4.023240015670463e-06
IMPALA/	WRANGLER/	2.999431450715445e-13	4.0237158009135655e-06
LEQUARRE, GERRY	OVERBOSS DIXON	2.999431450715445e-13	4.0241915861566665e-06
GRIS-GRIS	QUESTA	2.999431450715445e-13	4.024667371399769e-06
ICE PRINCESS/	IMPALA/	2.999431450715445e-13	4.025143156642871e-06
IMPALA/	IRON MAIDEN/	2.999431450715445e-13	4.025618941885973e-06
KRO [DEVIANT]	ZURAS	3.03151695812299e-13	4.026094727129075e-06
DEATH ADDER	ROSENTHAL, BERNIE	3.0360577549398423e-13	4.026570512372176e-06
CAGE, LUKE/CARL LUCAS	STRIDER	3.04343782810318e-13	4.027046297615279e-06
CAPTAIN AMERICA | MUTANT X-VERSE	MAGNETO | MUTANT X-VERSE	3.054522188300617e-13	4.027522082858381e-06
MAGNETO | MUTANT X-VERSE	MARVEL WOMAN | MUTANT X-VERSE/MADELYNE PRYOR-SUMMERS 	3.054522188300617e-13	4.027997868101483e-06
HEIMDALL [ASGARDIAN]	HILDEGARDE [ASGARDIAN]	3.0622509186856785e-13	4.0284736533445845e-06
HAVOK/ALEX SUMMERS 	WILD CHILD/KYLE GIBNEY	3.062327802894049e-13	4.028949438587687e-06
MEACHUM, JOY	WING, COLLEEN	3.0628333877010124e-13	4.029425223830789e-06
THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	THUNDERSTRIKE/ERIC KEVIN MASTERSON	3.086099337483766e-13	4.029901009073891e-06
BEAST/HENRY &HANK& P. MCCOY 	PLAGUE	3.102708121982794e-13	4.030376794316993e-06
ANT-MAN/DR. HENRY J. PYM	GRIM REAPER/ERIC WILLIAMS	3.1295008457908485e-13	4.0308525795600945e-06
NELSON, FRANKLIN FOGGY	PETROVITCH, IVAN	3.1527072424961985e-13	4.031328364803197e-06
DR. SPECTRUM/JOSEPH LEDGER	QUAGMIRE	3.157159535091295e-13	4.031804150046298e-06
SIGYN	VOLSTAGG	3.164600234581845e-13	4.032279935289401e-06
BLACK KNIGHT V/DANE WHITMAN	MAGDALENE/MARISSA DARROW	3.1669622194271233e-13	4.0327557205325026e-06
COUNTERWEIGHT/JACK POWER	DAGGER/TANDY BOWEN	3.170625389060459e-13	4.033231505775604e-06
DAGGER/TANDY BOWEN	LIGHTSPEED/JULIE POWER	3.170625389060459e-13	4.033707291018707e-06
FOREARM	SUMMERS, NATHAN CHRISTOPHER CHARLES	3.181419220939294e-13	4.034183076261809e-06
MAGMA/AMARA AQUILLA/ALLISON CRESTMERE	STORM/ORORO MUNROE Subscribe!	3.19152171279189e-13	4.034658861504911e-06
MALEKITH/MALCOLM KEITH [ELF]	SIF	3.196014823943076e-13	4.0351346467480125e-06
IRON MAN/TONY STARK 	STARK, MORGAN	3.1984354210098087e-13	4.035610431991115e-06
NEBULA	STRANGER	3.201204452513398e-13	4.036086217234216e-06
CHIMERA II	SKIN/ANGELO ESPINOSA	3.218414154775449e-13	4.036562002477319e-06
OSBORN, NORMIE	ROBERTSON, JOE	3.2327766317970626e-13	4.037037787720421e-06
MAGUS	MARVEL GIRL/JEAN GREY SUMMERS	3.235484485942954e-13	4.037513572963522e-06
GALACTUS/GALAN	MASTER ORDER	3.2497924632289467e-13	4.037989358206625e-06
HAVOK/ALEX SUMMERS 	QUICKSILVER/PIETRO MAXIMOFF	3.2533564375704705e-13	4.038465143449726e-06
KRONOS	STARFOX/EROS	3.288152965124192e-13	4.038940928692829e-06
HOGUN [ASGARDIAN]	SIGYN	3.290021255492252e-13	4.0394167139359305e-06
FANDRAL [ASGARDIAN]	SIGYN	3.290021255492252e-13	4.039892499179032e-06
PHARAOH RAMA-TUT	WONDER MAN/SIMON WILLIAMS 	3.290826955424859e-13	4.040368284422135e-06
BLACK KNIGHT V/DANE WHITMAN	RAGE/ELVIN DARYL HALLIDAY	3.2976491954902165e-13	4.040844069665237e-06
AVIA	MARTIN, TERI	3.3657741620766633e-13	4.041319854908339e-06
DRAGONFLY/VERONICA DULTRY	QUICKSAND	3.3657741620766633e-13	4.0417956401514404e-06
SPEEDBALL II/DARRION GROBE	TURBO II (B)/MIKE JEFFRIES	3.372823379529049e-13	4.042271425394543e-06
ASP II/CLEO	BATTLEAXE/	3.372823379529049e-13	4.042747210637644e-06
GENERAL OBSIDIAN	SPEEDBALL II/DARRION GROBE	3.372823379529049e-13	4.043222995880747e-06
BLOODSTORM | MUTANT X-VERSE/ORORO MUNROE 	WOLVERINE | MUTANT X-VERSE	3.372823379529049e-13	4.0436987811238486e-06
HOBBS, HARRIS	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	3.373261848627616e-13	4.04417456636695e-06
ANAK	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	3.373261848627616e-13	4.044650351610053e-06
GEE/ALEX POWER	TURBO II (B)/MIKE JEFFRIES	3.481430358483911e-13	4.045126136853154e-06
CHARCOAL/CHARLIE BURLINGAME/CHARLES COLE	GRAVITON/FRANK HALL	3.508054924465373e-13	4.045601922096257e-06
BLAKE, BECKY	TURK	3.508054924465373e-13	4.0460777073393585e-06
